,year,maxtemp,averagetemp,minimumtemp,state
0,1998,28.137,18.786833333333337,9.114,AL
1,1998,12.898,-3.063,-20.216,AK
2,1998,27.553,15.258083333333333,5.632000000000001,AZ
3,1998,29.056,17.487916666666667,6.694,AR
4,1998,25.137,13.905583333333333,5.4940000000000015,CA
5,1998,20.646,7.808333333333334,-3.4,CO
6,1998,22.031,11.117166666666668,1.1960000000000002,CT
7,1998,24.31900000000001,13.89033333333333,5.019,DE
8,1998,24.557,14.073583333333332,4.305,DC
9,1998,29.012,22.955249999999996,16.164,FL
10,1998,28.342,19.15833333333333,10.06,GA
11,1998,24.496,22.571250000000003,20.954,HI
12,1998,20.307,6.432166666666666,-5.952999999999999,ID
13,1998,24.613000000000003,13.229833333333332,0.1980000000000004,IL
14,1998,23.903,13.242583333333334,1.6780000000000004,IN
15,1998,23.991,11.053833333333335,-4.314,IA
16,1998,26.927000000000003,13.78575,0.4830000000000001,KS
17,1998,25.048,14.897916666666667,4.8450000000000015,KY
18,1998,29.89,20.643416666666667,12.054,LA
19,1998,18.955,6.562083333333331,-7.348,ME
20,1998,24.426,14.175666666666666,4.845,MD
21,1998,21.006,9.848250000000002,-1.3899999999999997,MA
22,1998,20.935,9.387000000000002,-3.446,MI
23,1998,20.948,7.432416666666668,-9.729,MN
24,1998,28.804,19.27508333333333,9.671,MS
25,1998,26.111,14.31075,1.7560000000000002,MO
26,1998,20.751,6.696583333333333,-7.364999999999998,MT
27,1998,24.467,10.608,-2.99,NE
28,1998,23.355,9.609583333333333,-1.3869999999999998,NV
29,1998,19.812,8.02075,-4.896000000000001,NH
30,1998,23.462,12.784999999999998,3.25,NJ
31,1998,23.96,12.57741666666667,2.609,NM
32,1998,20.898000000000003,9.686416666666668,-2.197,NY
33,1998,26.214,16.43566666666667,7.21,NC
34,1998,21.857,6.509083333333334,-11.814,ND
35,1998,23.181,12.644083333333334,2.138,OH
36,1998,30.324,17.063833333333335,4.8740000000000006,OK
37,1998,20.404000000000003,8.897083333333335,-0.98,OG
38,1998,22.044,11.472416666666668,1.4329999999999998,PA
39,1998,21.948,11.054333333333334,1.128,RI
40,1998,28.344,18.638749999999998,9.403,SC
41,1998,23.503,8.929083333333333,-6.8210000000000015,SD
42,1998,26.034,15.936083333333334,6.0520000000000005,TN
43,1998,30.463,19.608166666666666,8.978,TX
44,1998,22.765,8.716416666666666,-3.01,UT
45,1998,19.551,7.861250000000001,-5.366000000000001,VT
46,1998,24.722,14.636333333333333,5.151,VA
47,1998,20.35,9.123000000000001,-1.156,WA
48,1998,22.84800000000001,12.893083333333337,3.4360000000000004,WV
49,1998,21.109,8.905333333333335,-6.0310000000000015,WI
50,1998,20.151,6.04475,-5.891,WY
51,1999,28.234,18.271083333333337,8.661999999999999,AL
52,1999,11.814,-5.627833333333332,-22.132,AK
53,1999,25.96,16.00025,5.2940000000000005,AZ
54,1999,27.886000000000006,17.021000000000004,6.013,AR
55,1999,23.032,14.53525,7.2269999999999985,CA
56,1999,20.226,8.016166666666667,-2.657,CO
57,1999,23.404,10.844666666666667,-1.485,CT
58,1999,26.102,13.328999999999999,2.781,DE
59,1999,26.653,13.189000000000002,1.445,DC
60,1999,28.63000000000001,22.271916666666666,15.995,FL
61,1999,28.242,18.502916666666668,9.309,GA
62,1999,24.205,22.557083333333335,20.889,HI
63,1999,18.186,6.087000000000001,-4.17,ID
64,1999,26.396,12.33416666666667,-3.622,IL
65,1999,26.256,12.304999999999998,-2.4530000000000003,IN
66,1999,25.671,10.417416666666666,-7.77,IA
67,1999,27.432,13.613916666666668,-0.036,KS
68,1999,26.873,14.328249999999999,2.907,KY
69,1999,29.641,20.251833333333334,10.918,LA
70,1999,19.925,6.748499999999999,-9.344,ME
71,1999,26.274,13.406333333333336,2.531,MD
72,1999,22.47,9.567333333333332,-4.042,MA
73,1999,22.25500000000001,8.352500000000001,-7.366,MI
74,1999,22.122,6.7813333333333325,-13.075,MN
75,1999,28.687,18.82766666666667,9.037,MS
76,1999,27.228,13.866166666666667,-0.8360000000000001,MO
77,1999,19.304,6.798750000000001,-5.597999999999999,MT
78,1999,24.926,10.801666666666668,-3.2060000000000004,NE
79,1999,22.06900000000001,10.326416666666669,-0.0769999999999999,NV
80,1999,21.189,7.667916666666667,-7.324,NH
81,1999,25.552,12.170250000000001,0.248,NJ
82,1999,22.864,12.6245,1.185,NM
83,1999,22.673,8.915083333333332,-5.757000000000001,NY
84,1999,26.405,15.809583333333334,6.778,NC
85,1999,21.039,6.4188333333333345,-13.613,ND
86,1999,25.633000000000006,11.731250000000001,-1.83,OH
87,1999,29.021,16.691583333333334,4.466,OK
88,1999,18.149,8.540999999999999,1.009,OG
89,1999,24.092,10.545833333333334,-2.458,PA
90,1999,23.317,10.823083333333331,-1.477,RI
91,1999,28.177,17.95275,8.824,SC
92,1999,23.422,9.10275,-7.844000000000001,SD
93,1999,26.738000000000003,15.42075,5.382000000000001,TN
94,1999,29.36,19.383166666666664,9.213,TX
95,1999,21.673,9.225583333333335,-2.232,UT
96,1999,21.085,7.423416666666665,-7.841000000000001,VT
97,1999,25.929,13.973166666666666,4.23,VA
98,1999,18.517,8.242666666666667,0.9210000000000004,WA
99,1999,24.959000000000003,12.188749999999999,1.4169999999999998,WV
100,1999,22.834000000000003,7.84,-10.537,WI
101,1999,19.067,6.413333333333333,-4.02,WY
102,2000,28.149,17.91133333333333,4.223999999999998,AL
103,2000,11.046,-3.3017499999999997,-20.109,AK
104,2000,27.692,16.510250000000003,6.513000000000001,AZ
105,2000,29.199,16.362583333333337,-0.088,AR
106,2000,23.915,15.019333333333334,7.667000000000001,CA
107,2000,21.021,8.204833333333333,-3.935,CO
108,2000,20.385,9.581,-3.029,CT
109,2000,22.817,12.347583333333334,-0.3339999999999996,DE
110,2000,22.808000000000003,12.277750000000003,-2.057,DC
111,2000,28.1,21.951999999999998,14.529000000000002,FL
112,2000,27.622,17.92066666666667,5.257999999999999,GA
113,2000,24.801,22.941500000000005,20.747,HI
114,2000,19.002,6.239000000000001,-5.141,ID
115,2000,24.232,11.582916666666668,-7.593,IL
116,2000,23.04,11.415916666666668,-6.72,IN
117,2000,23.491,9.809666666666669,-11.615,IA
118,2000,28.716,13.343583333333335,-4.235,KS
119,2000,24.329,13.479500000000002,-2.8760000000000003,KY
120,2000,29.405,19.913249999999998,6.819,LA
121,2000,17.54,5.210583333333332,-9.574,ME
122,2000,22.802,12.51333333333333,-1.145,MD
123,2000,19.277,8.286750000000001,-5.273,MA
124,2000,19.315,7.579833333333334,-8.259,MI
125,2000,20.592,5.710249999999999,-15.975,MN
126,2000,29.067,18.429333333333332,4.051,MS
127,2000,26.996,13.196750000000003,-5.89,MO
128,2000,20.371,5.835833333333333,-9.119,MT
129,2000,25.026,10.194666666666668,-7.439999999999999,NE
130,2000,22.663,10.847500000000002,0.8780000000000001,NV
131,2000,18.071,6.2909999999999995,-8.541,NH
132,2000,21.741,11.076500000000001,-1.962,NJ
133,2000,24.048,13.075750000000001,1.645,NM
134,2000,19.38,7.737916666666667,-6.549,NY
135,2000,24.643,15.09991666666667,2.0980000000000003,NC
136,2000,21.355,5.364250000000001,-16.094,ND
137,2000,21.813,10.875333333333332,-5.53,OH
138,2000,30.245,16.142583333333334,-0.3250000000000002,OK
139,2000,18.377,8.677999999999999,0.236,OG
140,2000,20.392,9.674833333333334,-4.856,PA
141,2000,20.306,9.552916666666667,-2.9960000000000004,RI
142,2000,27.076,17.322833333333335,4.315,SC
143,2000,23.409,8.096166666666667,-11.564,SD
144,2000,25.498,14.701333333333332,-0.7089999999999996,TN
145,2000,29.292,19.238000000000003,5.651,TX
146,2000,22.981,9.761166666666666,-1.476,UT
147,2000,17.938,6.032416666666666,-8.898000000000003,VT
148,2000,23.195,13.203583333333334,-0.7320000000000002,VA
149,2000,17.559,7.859916666666666,-1.504,WA
150,2000,21.747,11.466083333333332,-3.2960000000000003,WV
151,2000,20.191,7.023666666666667,-12.343,WI
152,2000,20.241,6.0879166666666675,-6.959,WY
153,2001,27.06600000000001,17.67775,5.3580000000000005,AL
154,2001,11.184,-3.727833333333333,-19.749,AK
155,2001,26.844,16.257749999999998,4.21,AZ
156,2001,28.114,16.5075,2.883,AR
157,2001,24.423,15.171249999999995,5.767,CA
158,2001,21.305,8.142916666666666,-4.38,CO
159,2001,22.838,10.547333333333336,-2.293,CT
160,2001,24.814,13.097999999999999,0.401,DE
161,2001,24.933000000000003,12.993583333333335,-0.419,DC
162,2001,27.844,22.157083333333336,12.435,FL
163,2001,26.792,18.229166666666668,6.688,GA
164,2001,25.031,23.06425,21.23,HI
165,2001,19.866,6.429333333333333,-6.218999999999999,ID
166,2001,24.897,12.222416666666666,-3.134,IL
167,2001,24.047,12.26525,-2.579,IN
168,2001,24.702,10.06375,-7.282999999999999,IA
169,2001,28.769,13.53566666666667,-0.815,KS
170,2001,25.177,14.018666666666668,-0.057,KY
171,2001,28.409,19.625083333333333,7.836,LA
172,2001,19.579,6.133166666666665,-9.577,ME
173,2001,24.702,13.182666666666664,0.3939999999999999,MD
174,2001,21.935,9.195916666666667,-4.460999999999999,MA
175,2001,21.205,8.524333333333333,-5.1610000000000005,MI
176,2001,21.556,6.377000000000002,-13.658,MN
177,2001,27.858,18.16225,5.42,MS
178,2001,26.653,13.57725,-1.432,MO
179,2001,20.663,6.581,-8.686,MT
180,2001,25.505,10.420250000000001,-5.574999999999998,NE
181,2001,23.571,10.878166666666667,-1.716,NV
182,2001,20.713,7.272749999999999,-7.5230000000000015,NH
183,2001,24.125,11.940083333333334,-1.328,NJ
184,2001,24.347,12.741500000000002,-0.1559999999999999,NM
185,2001,21.99,8.922833333333335,-4.885,NY
186,2001,25.341,15.64925,4.339,NC
187,2001,21.74,5.998,-14.559,ND
188,2001,23.421,11.732666666666669,-2.32,OH
189,2001,30.336,16.410583333333335,2.323,OK
190,2001,19.57,8.882666666666665,-0.037,OG
191,2001,22.795,10.52375,-2.8720000000000003,PA
192,2001,22.774,10.501416666666666,-2.337,RI
193,2001,27.104,17.894583333333333,6.681,SC
194,2001,24.119,8.419749999999999,-10.608,SD
195,2001,25.441,14.884833333333333,1.463,TN
196,2001,29.721,18.82975,6.529,TX
197,2001,22.33,9.655916666666666,-4.277,UT
198,2001,20.626,7.117583333333333,-7.612000000000001,VT
199,2001,24.48,13.741166666666663,1.5579999999999998,VA
200,2001,18.76,8.284,-0.3209999999999997,WA
201,2001,23.222,12.024333333333333,-1.0750000000000002,WV
202,2001,21.439,7.817916666666666,-9.129,WI
203,2001,20.472,6.431833333333333,-6.44,WY
204,2002,27.44100000000001,18.022166666666667,7.669,AL
205,2002,11.890999999999998,-2.2389166666666678,-15.633,AK
206,2002,28.216,16.256416666666663,4.7780000000000005,AZ
207,2002,27.402,16.198583333333335,5.856,AR
208,2002,25.204,15.037583333333332,5.816999999999998,CA
209,2002,21.764,7.7209166666666675,-4.019,CO
210,2002,22.553,10.722916666666665,-0.062,CT
211,2002,25.256,13.626750000000001,2.145,DE
212,2002,25.759,13.463583333333338,0.6920000000000001,DC
213,2002,27.815,22.43116666666667,15.179,FL
214,2002,27.609,18.524166666666666,8.089,GA
215,2002,24.992,23.105583333333332,20.649,HI
216,2002,20.432,5.7764999999999995,-5.632999999999999,ID
217,2002,26.164,12.111083333333333,0.35,IL
218,2002,25.871,12.251333333333333,0.0479999999999999,IN
219,2002,25.542,10.084166666666667,-1.5489999999999997,IA
220,2002,27.645000000000003,13.167416666666666,1.0969999999999995,KS
221,2002,26.369,14.203083333333332,2.6590000000000003,KY
222,2002,28.334000000000003,19.66591666666667,10.024,LA
223,2002,19.33,5.629833333333333,-6.166,ME
224,2002,25.51,13.725499999999998,1.6109999999999998,MD
225,2002,21.702,9.300166666666668,-2.333,MA
226,2002,22.563,7.954833333333333,-2.689,MI
227,2002,22.652,5.822416666666668,-7.497999999999998,MN
228,2002,27.872,18.352333333333334,8.318999999999999,MS
229,2002,26.785,13.360583333333333,1.918,MO
230,2002,21.067,5.324583333333334,-6.82,MT
231,2002,26.353,10.257666666666667,-1.3810000000000002,NE
232,2002,24.81,10.498083333333334,-1.096,NV
233,2002,20.361,7.188916666666667,-5.153,NH
234,2002,24.55,12.355833333333335,0.475,NJ
235,2002,23.628,12.638166666666665,1.272,NM
236,2002,21.993,8.904416666666666,-3.3640000000000003,NY
237,2002,26.481,16.012416666666667,5.084,NC
238,2002,22.829,5.3631666666666655,-8.419,ND
239,2002,25.007,11.849166666666667,-0.492,OH
240,2002,27.891,15.671083333333334,4.773,OK
241,2002,20.276000000000003,8.806166666666668,-0.01,OG
242,2002,23.349,10.738249999999999,-1.84,PA
243,2002,22.461,10.671333333333335,-0.059,RI
244,2002,28.122,18.146,7.416,SC
245,2002,25.632,8.265666666666668,-5.095,SD
246,2002,26.353,15.105916666666667,4.169,TN
247,2002,28.56,18.504166666666666,8.458,TX
248,2002,24.226,9.074166666666667,-3.792,UT
249,2002,20.148,7.013333333333332,-5.354,VT
250,2002,25.461,14.16558333333333,2.451,VA
251,2002,19.015,8.288750000000002,0.1550000000000002,WA
252,2002,24.084000000000003,12.365500000000003,0.614,WV
253,2002,23.018,7.421666666666666,-3.95,WI
254,2002,21.162,5.415083333333334,-6.315,WY
255,2003,26.923,17.513166666666667,4.84,AL
256,2003,11.912,-2.8044999999999995,-17.527,AK
257,2003,29.006,16.676166666666667,5.835,AZ
258,2003,27.592,16.045333333333332,2.7540000000000004,AR
259,2003,25.903,15.39141666666667,6.689,CA
260,2003,22.484,8.253666666666668,-3.404,CO
261,2003,22.738000000000003,9.429833333333333,-4.88,CT
262,2003,24.456,12.114833333333335,-1.508,DE
263,2003,24.89,12.072750000000001,-2.337,DC
264,2003,27.722,22.178916666666666,12.145,FL
265,2003,26.773000000000003,17.965166666666665,6.197,GA
266,2003,25.226,23.260916666666663,21.132,HI
267,2003,21.23,7.068083333333333,-3.406,ID
268,2003,24.692,11.293416666666667,-4.815,IL
269,2003,24.013,11.151833333333334,-5.311999999999999,IN
270,2003,24.239,9.453333333333333,-6.622000000000001,IA
271,2003,28.178,13.074833333333332,-0.2469999999999999,KS
272,2003,24.989,13.300583333333334,-1.875,KY
273,2003,28.433000000000003,19.514083333333335,7.939,LA
274,2003,19.008,4.91275,-12.446,ME
275,2003,24.642,12.356916666666669,-1.604,MD
276,2003,21.766,8.068333333333333,-7.867999999999999,MA
277,2003,20.803,6.962750000000001,-8.45,MI
278,2003,21.686,5.585583333333332,-12.05,MN
279,2003,27.727,17.948583333333332,5.231,MS
280,2003,26.597,12.883666666666668,-2.388,MO
281,2003,21.497,6.4175,-6.121,MT
282,2003,25.281,10.194916666666666,-3.796,NE
283,2003,25.160000000000004,11.274916666666664,0.361,NV
284,2003,20.34,6.101916666666668,-11.133,NH
285,2003,23.814,10.89391666666667,-3.499,NJ
286,2003,25.244,13.230416666666665,2.602,NM
287,2003,21.533,7.595416666666666,-9.049,NY
288,2003,25.656,15.271500000000003,2.6790000000000003,NC
289,2003,22.898000000000003,5.285416666666667,-12.563,ND
290,2003,23.199,10.582416666666665,-5.523,OH
291,2003,29.083,15.935583333333335,3.088,OK
292,2003,21.004,9.564250000000001,1.239,OG
293,2003,22.433000000000003,9.424916666666666,-5.880000000000001,PA
294,2003,22.678,9.391583333333333,-4.901,RI
295,2003,26.866,17.39375,5.761,SC
296,2003,24.314,8.169583333333334,-7.199,SD
297,2003,25.495,14.431,0.2009999999999996,TN
298,2003,28.594,18.75575,7.842,TX
299,2003,24.707,10.029916666666665,-1.307,UT
300,2003,20.212,5.9025,-11.594,VT
301,2003,24.71,13.208833333333331,-0.337,VA
302,2003,19.872,9.032333333333336,-0.219,WA
303,2003,23.17,11.358916666666667,-3.216,WV
304,2003,21.578000000000003,6.639833333333333,-9.741,WI
305,2003,21.411,6.36075,-6.24,WY
306,2004,26.8,17.8385,7.002999999999999,AL
307,2004,14.112,-2.7365833333333334,-20.403,AK
308,2004,27.013,15.83975,5.541,AZ
309,2004,25.882,16.4005,4.9140000000000015,AR
310,2004,24.515,15.068750000000001,6.494,CA
311,2004,18.986,7.617416666666666,-3.645,CO
312,2004,21.128,9.707416666666669,-6.3,CT
313,2004,23.967,12.72358333333333,-2.351,DE
314,2004,24.368,12.786583333333333,-2.789,DC
315,2004,28.033,22.140916666666666,14.581,FL
316,2004,27.19,18.273416666666666,7.718,GA
317,2004,25.342,23.434833333333334,21.551,HI
318,2004,18.897,6.38675,-5.997000000000001,ID
319,2004,23.192,11.761416666666664,-3.87,IL
320,2004,23.061,11.772916666666667,-3.819,IN
321,2004,22.19,9.748083333333334,-7.358,IA
322,2004,24.53700000000001,13.0685,-0.8300000000000001,KS
323,2004,24.118,13.883750000000004,0.251,KY
324,2004,27.837,19.88525,9.834,LA
325,2004,18.296,4.840416666666667,-14.121,ME
326,2004,24.254,12.989333333333336,-1.858,MD
327,2004,20.338,8.336166666666665,-8.799,MA
328,2004,19.294,7.267166666666665,-9.459,MI
329,2004,19.605,5.402833333333334,-14.686,MN
330,2004,27.059,18.331999999999997,7.835,MS
331,2004,24.108,13.109000000000002,-1.237,MO
332,2004,19.134,6.108499999999999,-8.389999999999999,MT
333,2004,22.661,10.177666666666667,-4.3980000000000015,NE
334,2004,23.360000000000007,10.456833333333336,-1.439,NV
335,2004,19.298,6.262583333333333,-12.332,NH
336,2004,22.887,11.47525,-4.489,NJ
337,2004,22.845,12.164333333333332,1.7869999999999997,NM
338,2004,20.431,7.904000000000001,-10.121,NY
339,2004,25.617,15.621250000000002,3.539,NC
340,2004,20.051,5.124833333333332,-15.366,ND
341,2004,22.659,11.178083333333333,-4.541,OH
342,2004,26.151,16.01925,4.172,OK
343,2004,19.835,9.285166666666667,0.047,OG
344,2004,21.452,9.988166666666666,-6.26,PA
345,2004,21.078000000000007,9.661000000000001,-6.319,RI
346,2004,27.309,17.796499999999998,6.559,SC
347,2004,22.06900000000001,8.273583333333333,-8.629000000000001,SD
348,2004,24.662,14.941333333333334,2.779,TN
349,2004,27.353,18.580249999999996,8.510000000000002,TX
350,2004,21.944000000000003,8.988583333333334,-4.474,UT
351,2004,19.277,6.0222500000000005,-12.970999999999998,VT
352,2004,24.295,13.698,0.2,VA
353,2004,19.683,9.111833333333335,-1.354,WA
354,2004,22.509,11.934000000000003,-2.3470000000000004,WV
355,2004,19.721,6.818999999999999,-11.342,WI
356,2004,18.281,6.000333333333334,-5.837999999999999,WY
357,2005,27.514,17.85725,6.6370000000000005,AL
358,2005,12.364,-2.80725,-17.000999999999998,AK
359,2005,28.44,16.267083333333336,6.3260000000000005,AZ
360,2005,28.29,16.873583333333332,4.512,AR
361,2005,25.731,14.919666666666666,6.816,CA
362,2005,21.23,8.102083333333335,-3.715,CO
363,2005,23.074,10.121,-3.209,CT
364,2005,25.327,12.74825,0.511,DE
365,2005,25.668000000000006,12.818666666666667,0.2699999999999998,DC
366,2005,28.827,22.105500000000003,14.833,FL
367,2005,27.604,18.173916666666667,7.656000000000001,GA
368,2005,25.21,23.255,21.244,HI
369,2005,19.261,6.063250000000001,-5.8180000000000005,ID
370,2005,25.071,12.353583333333335,-2.939,IL
371,2005,24.757,12.112666666666668,-2.642,IN
372,2005,24.532,10.374833333333333,-6.7040000000000015,IA
373,2005,26.548,13.518666666666666,-1.0690000000000002,KS
374,2005,26.105,14.095500000000001,0.752,KY
375,2005,28.969,20.077,9.901,LA
376,2005,19.257,5.657416666666666,-11.254,ME
377,2005,25.465,12.995333333333333,1.158,MD
378,2005,21.923,8.811666666666666,-5.692,MA
379,2005,21.501,8.096333333333334,-7.338999999999999,MI
380,2005,21.714,6.387083333333333,-13.165,MN
381,2005,28.417,18.477,7.296,MS
